ad_id,campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,CTR,CPC,Cost_per_conversion,Conversion_per_spend,Total_conversion_rate,Approved_conversion_rate
712052,916,104467,45-49,F,10,1448,0,0.0,1,1,0.0,0.0,0.0,0.0,,
734209,936,108654,30-34,M,10,1772,0,0.0,1,1,0.0,0.0,0.0,0.0,,
734210,936,108654,30-34,M,10,13329,4,5.629999995,1,1,0.030009753169780176,1.40749999875,5.629999995,0.17761989358580807,25.0,25.0
734215,936,108655,30-34,M,15,13659,3,3.840000033,1,0,0.021963540522732264,1.280000011,3.840000033,0.260416664428711,33.33333333333333,0.0
734243,936,108660,30-34,M,21,739,0,0.0,1,1,0.0,0.0,0.0,0.0,,
734266,936,108664,30-34,M,25,605,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734272,936,108665,30-34,M,26,1030,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734290,936,108668,30-34,M,29,5374,1,1.039999962,4,0,0.018608113137327877,1.039999962,0.2599999905,3.846153986686396,400.0,0.0
734313,936,108672,30-34,M,36,790,0,0.0,1,1,0.0,0.0,0.0,0.0,,
734314,936,108672,30-34,M,36,962,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734352,936,108678,35-39,M,10,4423,1,1.460000038,1,1,0.022609088853719195,1.460000038,1.460000038,0.6849314890223311,100.0,100.0
734361,936,108680,35-39,M,16,12382,2,2.839999914,1,1,0.016152479405588758,1.419999957,2.839999914,0.35211268671890533,50.0,50.0
734381,936,108683,35-39,M,20,2938,1,1.350000024,1,1,0.03403675970047651,1.350000024,1.350000024,0.7407407275720167,100.0,100.0
734399,936,108686,35-39,M,23,239,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734418,936,108689,35-39,M,26,591,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734421,936,108690,35-39,M,27,10332,4,5.75,1,0,0.03871467286101432,1.4375,5.75,0.17391304347826086,25.0,0.0
734427,936,108691,35-39,M,28,8259,3,3.980000019,1,0,0.03632401017072285,1.326666673,3.980000019,0.2512562802075705,33.33333333333333,0.0
734433,936,108692,35-39,M,29,12158,3,4.449999928,1,0,0.024675111037999672,1.4833333093333334,4.449999928,0.2247191047595001,33.33333333333333,0.0
734582,936,108716,40-44,M,29,7709,2,1.320000052,2,0,0.02594370216629913,0.660000026,0.660000026,1.5151514554637306,100.0,0.0
734605,936,108720,40-44,M,36,834,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734660,936,108729,45-49,M,18,1299,0,0.0,2,0,0.0,0.0,0.0,0.0,,
734666,936,108730,45-49,M,19,371,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734726,936,108740,45-49,M,29,10466,3,4.090000033,1,0,0.02866424613032677,1.3633333443333333,4.090000033,0.24449877553338398,33.33333333333333,0.0
734737,936,108742,45-49,M,31,839,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734785,936,108750,30-34,F,10,5576,1,1.529999971,1,1,0.01793400286944046,1.529999971,1.529999971,0.6535947836302279,100.0,100.0
734794,936,108752,30-34,F,16,4010,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734796,936,108752,30-34,F,16,39337,7,10.03000009,1,1,0.017794951318097465,1.4328571557142857,10.03000009,0.09970089641345158,14.285714285714285,14.285714285714285
734800,936,108753,30-34,F,18,1635,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734803,936,108753,30-34,F,18,1631,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734852,936,108761,30-34,F,26,13479,3,4.25,1,0,0.022256843979523704,1.4166666666666667,4.25,0.23529411764705882,33.33333333333333,0.0
734854,936,108762,30-34,F,27,57022,13,20.29000032,3,3,0.02279821823155975,1.5607692553846155,6.76333344,0.14785608441035253,23.076923076923077,23.076923076923077
734856,936,108762,30-34,F,27,5453,1,1.389999986,1,1,0.018338529249954154,1.389999986,1.389999986,0.7194244676776564,100.0,100.0
734866,936,108764,30-34,F,29,11803,3,4.440000057,1,0,0.02541726679657714,1.480000019,4.440000057,0.22522522233382036,33.33333333333333,0.0
734881,936,108766,30-34,F,31,4259,1,1.570000052,1,1,0.023479690068091103,1.570000052,1.570000052,0.6369426540630458,100.0,100.0
734901,936,108770,30-34,F,64,1554,0,0.0,1,0,0.0,0.0,0.0,0.0,,
734903,936,108770,30-34,F,64,5323,1,1.289999962,1,1,0.0187863986473793,1.289999962,1.289999962,0.7751938212847792,100.0,100.0
734925,936,108774,35-39,F,10,5024,1,1.409999967,1,1,0.019904458598726117,1.409999967,1.409999967,0.7092198747547913,100.0,100.0
734939,936,108776,35-39,F,16,104648,24,33.33000004,4,2,0.022934026450577173,1.3887500016666667,8.33250001,0.12001200105609121,16.666666666666664,8.333333333333332
734968,936,108781,35-39,F,22,8504,3,3.340000093,1,1,0.03527751646284102,1.1133333643333334,3.340000093,0.2994011892681705,33.33333333333333,33.33333333333333
734999,936,108786,35-39,F,27,20277,6,8.050000072,1,0,0.029590176061547565,1.3416666786666667,8.050000072,0.12422360137340382,16.666666666666664,0.0
735014,936,108788,35-39,F,29,12403,4,5.210000038,1,1,0.032250262033379024,1.3025000095,5.210000038,0.19193857825457467,25.0,25.0
735032,936,108791,35-39,F,32,498,0,0.0,1,1,0.0,0.0,0.0,0.0,,
735033,936,108792,35-39,F,36,652,0,0.0,0,0,0.0,0.0,,0.0,,
735043,936,108793,35-39,F,63,1357,0,0.0,1,1,0.0,0.0,0.0,0.0,,
735048,936,108794,35-39,F,64,1393,0,0.0,1,0,0.0,0.0,0.0,0.0,,
735065,936,108797,40-44,F,7,648,0,0.0,1,0,0.0,0.0,0.0,0.0,,
735109,936,108804,40-44,F,21,708,0,0.0,1,1,0.0,0.0,0.0,0.0,,
735140,936,108809,40-44,F,26,6907,2,2.349999964,1,0,0.02895613146083683,1.174999982,2.349999964,0.42553192141240387,50.0,0.0
735143,936,108810,40-44,F,27,39035,13,19.32999957,1,0,0.03330344562572051,1.4869230438461538,19.32999957,0.05173305857450674,7.6923076923076925,0.0
735151,936,108811,40-44,F,28,926,0,0.0,1,0,0.0,0.0,0.0,0.0,,
735184,936,108817,40-44,F,63,4412,1,1.450000048,1,0,0.022665457842248413,1.450000048,1.450000048,0.6896551495838296,100.0,0.0
735189,936,108818,40-44,F,64,9965,3,4.050000072,1,0,0.030105368790767684,1.3500000239999999,4.050000072,0.24691357585733892,33.33333333333333,0.0
735213,936,108822,45-49,F,10,73634,23,32.97999978,1,0,0.03123557052448597,1.4339130339130435,32.97999978,0.030321407115546074,4.3478260869565215,0.0
735220,936,108823,45-49,F,15,69708,20,31.28999949,1,0,0.02869111149365926,1.5644999745,31.28999949,0.03195909288268256,5.0,0.0
735242,936,108826,45-49,F,19,530,0,0.0,1,0,0.0,0.0,0.0,0.0,,
735247,936,108827,45-49,F,20,14257,6,8.789999962,1,0,0.04208459002595216,1.4649999936666667,8.789999962,0.1137656432677013,16.666666666666664,0.0
735289,936,108834,45-49,F,27,20362,5,9.119999886,1,1,0.02455554464198016,1.8239999772000002,9.119999886,0.10964912417763159,20.0,20.0
735290,936,108834,45-49,F,27,12215,4,6.26000011,1,0,0.03274662300450266,1.5650000275,6.26000011,0.15974440613867658,25.0,0.0
735298,936,108836,45-49,F,29,85412,28,38.63999999,2,1,0.03278227883669742,1.3799999996428571,19.319999995,0.051759834381925426,7.142857142857142,3.571428571428571
736869,936,109448,30-34,M,2,2338,1,0.239999995,1,0,0.0427715996578272,0.239999995,0.239999995,4.166666753472224,100.0,0.0
736890,936,109451,30-34,M,15,2522,0,0.0,1,0,0.0,0.0,0.0,0.0,,
736893,936,109452,30-34,M,16,3587,0,0.0,1,0,0.0,0.0,0.0,0.0,,
736977,936,109470,30-34,M,27,1273,0,0.0,1,0,0.0,0.0,0.0,0.0,,
736988,936,109472,30-34,M,28,3891,1,1.090000033,1,0,0.02570033410434336,1.090000033,1.090000033,0.9174311648851116,100.0,0.0
736995,936,109473,30-34,M,29,1888,0,0.0,1,0,0.0,0.0,0.0,0.0,,
736997,936,109473,30-34,M,29,1895,0,0.0,1,0,0.0,0.0,0.0,0.0,,
737097,936,109498,35-39,M,7,715,0,0.0,1,0,0.0,0.0,0.0,0.0,,
737130,936,109507,35-39,M,16,11199,2,2.680000067,1,0,0.017858737387266718,1.3400000335,2.680000067,0.373134319029851,50.0,0.0
737320,936,109553,35-39,M,63,5676,2,3.00999999,1,0,0.035236081747709654,1.504999995,3.00999999,0.33222591472500307,50.0,0.0
737375,936,109565,40-44,M,10,1415,0,0.0,1,0,0.0,0.0,0.0,0.0,,
737524,936,109601,40-44,M,30,2148,1,1.580000043,1,1,0.04655493482309125,1.580000043,1.580000043,0.63291137518026,100.0,100.0
737644,936,109629,45-49,M,16,45401,10,14.06000042,1,0,0.022025946565053633,1.406000042,14.06000042,0.07112375320967451,10.0,0.0
737657,936,109633,45-49,M,18,7478,2,2.900000095,1,1,0.02674511901577962,1.4500000475,2.900000095,0.3448275749108208,50.0,50.0
737658,936,109633,45-49,M,18,4919,1,1.590000033,1,0,0.020329335230737954,1.590000033,1.590000033,0.6289308045567821,100.0,0.0
737674,936,109637,45-49,M,20,533,0,0.0,1,1,0.0,0.0,0.0,0.0,,
737766,936,109659,45-49,M,29,1447,0,0.0,1,1,0.0,0.0,0.0,0.0,,
737896,936,109689,30-34,F,16,17553,3,4.590000153,1,0,0.017091095539224065,1.530000051,4.590000153,0.2178649164851128,33.33333333333333,0.0
737931,936,109698,30-34,F,20,3343,1,0.540000021,1,0,0.029913251570445706,0.540000021,0.540000021,1.8518517798353937,100.0,0.0
737961,936,109706,30-34,F,23,523,0,0.0,1,0,0.0,0.0,0.0,0.0,,
737995,936,109714,30-34,F,26,1873,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738006,936,109717,30-34,F,27,34740,7,13.41000009,1,1,0.020149683362118594,1.9157142985714286,13.41000009,0.07457121501033487,14.285714285714285,14.285714285714285
738067,936,109731,30-34,F,32,658,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738098,936,109738,30-34,F,64,1539,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738307,936,109788,35-39,F,31,3010,1,0.860000014,1,1,0.03322259136212625,0.860000014,0.860000014,1.162790678745268,100.0,100.0
738389,936,109808,40-44,F,10,27081,9,10.77000046,1,1,0.03323363243602526,1.1966667177777779,10.77000046,0.09285050671204892,11.11111111111111,11.11111111111111
738408,936,109813,40-44,F,16,20233,4,5.590000153,3,0,0.019769683190826868,1.39750003825,1.8633333843333333,0.5366726150069928,75.0,0.0
738413,936,109813,40-44,F,16,147159,36,58.16000044,3,1,0.024463335575805763,1.6155555677777778,19.38666681333333,0.051581842800962674,8.333333333333332,2.7777777777777777
738423,936,109816,40-44,F,18,21664,7,10.61999977,1,1,0.03231166912850812,1.5171428242857143,10.61999977,0.0941619606080274,14.285714285714285,14.285714285714285
738436,936,109820,40-44,F,19,9112,4,5.460000038,1,1,0.043898156277436345,1.3650000095,5.460000038,0.18315018187551155,25.0,25.0
738463,936,109826,40-44,F,21,542,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738528,936,109839,40-44,F,30,402,0,0.0,1,1,0.0,0.0,0.0,0.0,,
738560,936,109844,40-44,F,64,1338,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738582,936,109848,45-49,F,10,46150,15,20.17999983,1,1,0.03250270855904659,1.3453333219999999,20.17999983,0.049554014292575936,6.666666666666667,6.666666666666667
738592,936,109850,45-49,F,16,493821,116,176.3799977,4,1,0.02349029304140569,1.520517221551724,44.094999425,0.022678308493934176,3.4482758620689653,0.8620689655172413
738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1,0.029344317527252174,1.273703720740741,17.19500023,0.058156440047921996,7.4074074074074066,3.7037037037037033
738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1,0.030873726458783574,1.3725000025,5.49000001,0.1821493621454474,25.0,25.0
738606,936,109852,45-49,F,19,529,0,0.0,1,0,0.0,0.0,0.0,0.0,,
738637,936,109857,45-49,F,24,944,1,1.419999957,1,0,0.1059322033898305,1.419999957,1.419999957,0.7042253734378107,100.0,0.0
738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1,0.03420649923485462,1.3676315860526316,10.394000054,0.09620935104913364,13.157894736842104,2.631578947368421
747212,936,110836,30-34,M,10,7208,2,3.190000057,1,0,0.02774694783573807,1.5950000285,3.190000057,0.31347961822309145,50.0,0.0
747213,936,110836,30-34,M,10,1746,0,0.0,1,0,0.0,0.0,0.0,0.0,,
747220,936,110837,30-34,M,15,2474,0,0.0,2,2,0.0,0.0,0.0,0.0,,
747222,936,110838,30-34,M,16,12489,2,1.960000038,1,0,0.016014092401313153,0.980000019,1.960000038,0.5102040717409415,50.0,0.0
747223,936,110838,30-34,M,16,8032,1,0.600000024,2,0,0.01245019920318725,0.600000024,0.300000012,3.3333332000000055,200.0,0.0
747248,936,110842,30-34,M,21,472,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747332,936,110856,30-34,M,64,792,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1,0.021706099413935316,1.149999976,1.149999976,0.8695652355387528,100.0,100.0
747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1,0.014975664545114188,1.5900000335,3.180000067,0.31446540217950253,50.0,50.0
747370,936,110862,35-39,M,16,2936,0,0.0,1,0,0.0,0.0,0.0,0.0,,
747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1,0.03580379520229145,0.980000019,0.980000019,1.020408143481883,100.0,100.0
747435,936,110873,35-39,M,28,1032,0,0.0,1,0,0.0,0.0,0.0,0.0,,
747439,936,110874,35-39,M,29,1662,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1,0.049800796812749,0.7400000245,1.480000049,0.6756756533053331,50.0,50.0
747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1,0.02021154753082261,0.9799999793333334,2.939999938,0.34013606159470605,33.33333333333333,33.33333333333333
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1,0.03101095720487906,1.5333333413333332,4.600000024,0.2173913032136106,33.33333333333333,33.33333333333333
747659,936,110910,45-49,M,16,12186,2,2.669999957,1,0,0.016412276382734285,1.3349999785,2.669999957,0.3745318412377787,50.0,0.0
747675,936,110913,45-49,M,20,673,0,0.0,1,0,0.0,0.0,0.0,0.0,,
747678,936,110914,45-49,M,21,370,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747712,936,110919,45-49,M,26,450,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747790,936,110932,30-34,F,10,2077,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747791,936,110932,30-34,F,10,31393,8,10.96000051,1,1,0.025483388016436785,1.37000006375,10.96000051,0.09124087166671126,12.5,12.5
747795,936,110933,30-34,F,15,8410,2,2.359999895,1,1,0.023781212841854936,1.1799999475,2.359999895,0.42372883241166415,50.0,50.0
747798,936,110934,30-34,F,16,25884,5,7.350000143,1,0,0.019316952557564517,1.4700000286,7.350000143,0.13605441912166233,20.0,0.0
747824,936,110938,30-34,F,21,608,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747828,936,110939,30-34,F,22,28488,10,9.340000033,1,0,0.035102499297950014,0.9340000033000001,9.340000033,0.10706638077803098,10.0,0.0
747852,936,110943,30-34,F,26,10126,3,4.619999886,1,0,0.02962670353545329,1.5399999619999998,4.619999886,0.21645022179119597,33.33333333333333,0.0
747859,936,110944,30-34,F,27,22572,5,8.5,1,0,0.022151337940811627,1.7,8.5,0.11764705882352941,20.0,0.0
747863,936,110944,30-34,F,27,1955,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747879,936,110947,30-34,F,30,493,0,0.0,1,0,0.0,0.0,0.0,0.0,,
747903,936,110951,30-34,F,63,1491,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747911,936,110952,30-34,F,64,1495,0,0.0,1,1,0.0,0.0,0.0,0.0,,
747968,936,110962,35-39,F,21,512,0,0.0,0,0,0.0,0.0,,0.0,,
747991,936,110966,35-39,F,25,4868,2,2.420000076,1,0,0.041084634346754315,1.210000038,2.420000076,0.4132231275186125,50.0,0.0
748000,936,110967,35-39,F,26,6585,2,2.950000048,1,0,0.030372057706909643,1.475000024,2.950000048,0.3389830453318013,50.0,0.0
748007,936,110968,35-39,F,27,10164,2,3.720000029,1,1,0.01967729240456513,1.8600000145,3.720000029,0.2688172022054573,50.0,50.0
748014,936,110970,35-39,F,29,11182,4,4.449999809,1,0,0.03577177606868181,1.11249995225,4.449999809,0.2247191107688427,25.0,0.0
748045,936,110975,35-39,F,63,1238,0,0.0,1,0,0.0,0.0,0.0,0.0,,
748086,936,110982,40-44,F,16,34127,8,13.07000017,1,0,0.023441849561930433,1.63375002125,13.07000017,0.07651109311347469,12.5,0.0
748087,936,110982,40-44,F,16,29466,7,10.84999967,2,0,0.02375619357904025,1.5499999528571429,5.424999835,0.18433180284142808,28.57142857142857,0.0
748089,936,110982,40-44,F,16,38759,9,10.84999967,1,0,0.023220413323357156,1.205555518888889,10.84999967,0.09216590142071404,11.11111111111111,0.0
748091,936,110982,40-44,F,16,41720,10,12.06000006,1,1,0.023969319271332692,1.206000006,12.06000006,0.0829187392226265,10.0,10.0
748225,936,111005,45-49,F,15,18602,5,8.860000134,1,0,0.026878830233308247,1.7720000268,8.860000134,0.11286681544874116,20.0,0.0
748230,936,111006,45-49,F,16,83929,21,27.72999954,4,1,0.025021148828176194,1.3204761685714286,6.932499885,0.1442481091364634,19.047619047619047,4.761904761904762
748231,936,111006,45-49,F,16,25194,6,7.349999905,1,0,0.023815194093831864,1.2249999841666666,7.349999905,0.13605442352723404,16.666666666666664,0.0
748233,936,111006,45-49,F,16,78627,19,26.53000045,1,0,0.0241647271293576,1.3963158131578948,26.53000045,0.03769317689551717,5.263157894736842,0.0
748235,936,111006,45-49,F,16,102695,25,39.42999983,3,0,0.024343931057987246,1.5771999932,13.143333276666667,0.07608420017586391,12.0,0.0
748294,936,111016,45-49,F,27,82827,24,47.93000031,3,0,0.028976058531638236,1.99708334625,15.97666677,0.06259127854364081,12.5,0.0
748295,936,111016,45-49,F,27,9240,3,6.039999962,1,0,0.032467532467532464,2.0133333206666664,6.039999962,0.16556291494890576,33.33333333333333,0.0
748303,936,111018,45-49,F,29,7706,2,2.369999886,1,0,0.02595380223202699,1.184999943,2.369999886,0.42194094856593595,50.0,0.0
748314,936,111020,45-49,F,31,7821,4,6.340000153,1,1,0.0511443549418233,1.58500003825,6.340000153,0.157728702818219,25.0,25.0
748341,936,111024,45-49,F,64,1363,0,0.0,1,1,0.0,0.0,0.0,0.0,,
776318,936,115484,45-49,F,15,3569,0,0.0,1,1,0.0,0.0,0.0,0.0,,
776322,936,115485,45-49,F,16,119063,34,53.21999949,1,0,0.02855631052468021,1.5652941026470588,53.21999949,0.018789928778332653,2.941176470588235,0.0
776323,936,115485,45-49,F,16,99078,23,35.79999948,2,0,0.023214033387835845,1.556521716521739,17.89999974,0.05586592259916983,8.695652173913043,0.0
776325,936,115485,45-49,F,16,452398,114,180.2200012,1,0,0.025199050393679902,1.5808772035087721,180.2200012,0.005548773684060989,0.8771929824561403,0.0
776334,936,115487,45-49,F,10,191223,48,76.41000056,1,0,0.025101582968575953,1.5918750116666667,76.41000056,0.01308729214332046,2.083333333333333,0.0
776336,936,115487,45-49,F,10,22216,6,9.549999952,1,0,0.02700756211739287,1.5916666586666668,9.549999952,0.10471204241111812,16.666666666666664,0.0
776338,936,115487,45-49,F,10,48291,11,18.01999998,1,0,0.022778571576484233,1.6381818163636366,18.01999998,0.05549389573306758,9.090909090909092,0.0
776353,936,115490,40-44,F,63,27559,8,13.37,1,0,0.0290286294858304,1.67125,13.37,0.07479431563201197,12.5,0.0
776373,936,115493,45-49,F,25,10194,4,4.590000033,2,1,0.039238767902687856,1.14750000825,2.2950000165,0.43572984436185513,50.0,25.0
776383,936,115495,45-49,F,23,1168,0,0.0,1,1,0.0,0.0,0.0,0.0,,
776405,936,115498,45-49,F,21,40126,16,25.86000001,1,0,0.03987439565369087,1.616250000625,25.86000001,0.03866976023253296,6.25,0.0
776416,936,115500,45-49,F,19,3659,1,0.49000001,1,1,0.027329871549603715,0.49000001,0.49000001,2.0408162848813003,100.0,100.0
776430,936,115503,30-34,M,10,3200,0,0.0,1,0,0.0,0.0,0.0,0.0,,
776464,936,115508,45-49,F,29,7550,1,1.679999948,1,1,0.013245033112582781,1.679999948,1.679999948,0.5952381136621321,100.0,100.0
776469,936,115509,45-49,F,28,45397,15,25.41999936,1,1,0.03304183095799282,1.694666624,25.41999936,0.03933910405889168,6.666666666666667,6.666666666666667
776473,936,115510,30-34,M,16,23086,2,3.310000062,1,1,0.008663259118080222,1.655000031,3.310000062,0.30211479796642976,50.0,50.0
